station,code,break_start,break_end,cause,missing_input,rows_affected
cavendish,dc,2025-03-01T04:00:00+00:00,2025-03-11T13:00:00+00:00,input_missing,air_temperature_c,249
cavendish,dc,2025-04-11T14:00:00+00:00,2025-04-17T17:00:00+00:00,input_missing,air_temperature_c,147
cavendish,dc,2025-05-08T19:00:00+00:00,2025-05-09T19:00:00+00:00,input_missing,air_temperature_c,24
cavendish,dc,2025-11-16T11:00:00+00:00,2026-01-01T00:00:00+00:00,input_missing,air_temperature_c,1093
cavendish,dc,2026-01-16T11:00:00+00:00,,input_missing,air_temperature_c,1577
north_rustico,ffmc,2023-04-01T00:00:00+00:00,2023-04-14T14:00:00+00:00,input_missing,"air_temperature_c, relative_humidity_pct",326
north_rustico,ffmc,2023-05-28T21:00:00+00:00,2023-05-29T21:00:00+00:00,input_missing,air_temperature_c,24
north_rustico,ffmc,2023-08-01T03:00:00+00:00,2023-09-01T03:00:00+00:00,input_missing,"air_temperature_c, relative_humidity_pct",744
north_rustico,ffmc,2023-12-13T21:00:00+00:00,2023-12-14T21:00:00+00:00,input_missing,relative_humidity_pct,24
north_rustico,ffmc,2024-01-01T00:00:00+00:00,2024-01-02T00:00:00+00:00,input_missing,"air_temperature_c, relative_humidity_pct",24
north_rustico,ffmc,2025-05-15T23:00:00+00:00,2025-05-16T23:00:00+00:00,input_missing,air_temperature_c,24
north_rustico,dmc,2023-04-01T00:00:00+00:00,2023-04-14T14:00:00+00:00,input_missing,"air_temperature_c, relative_humidity_pct",326
north_rustico,dmc,2023-05-28T21:00:00+00:00,2023-05-29T21:00:00+00:00,input_missing,air_temperature_c,24
north_rustico,dmc,2023-08-01T03:00:00+00:00,2023-09-01T03:00:00+00:00,input_missing,"air_temperature_c, relative_humidity_pct",744
north_rustico,dmc,2023-12-13T21:00:00+00:00,2023-12-14T21:00:00+00:00,input_missing,relative_humidity_pct,24
north_rustico,dmc,2024-01-01T00:00:00+00:00,2024-01-02T00:00:00+00:00,input_missing,"air_temperature_c, relative_humidity_pct",24
north_rustico,dmc,2025-05-15T23:00:00+00:00,2025-05-16T23:00:00+00:00,input_missing,air_temperature_c,24
north_rustico,dc,2023-04-01T00:00:00+00:00,2023-04-14T14:00:00+00:00,input_missing,air_temperature_c,326
north_rustico,dc,2023-05-28T21:00:00+00:00,2023-05-29T21:00:00+00:00,input_missing,air_temperature_c,24
north_rustico,dc,2023-08-01T03:00:00+00:00,2023-09-01T03:00:00+00:00,input_missing,air_temperature_c,744
north_rustico,dc,2024-01-01T00:00:00+00:00,2024-01-02T00:00:00+00:00,input_missing,air_temperature_c,24
north_rustico,dc,2025-05-15T23:00:00+00:00,2025-05-16T23:00:00+00:00,input_missing,air_temperature_c,24
stanley_bridge,ffmc,2023-04-01T00:00:00+00:00,2023-07-25T15:00:00+00:00,input_missing,relative_humidity_pct,2775
stanley_bridge,ffmc,2024-01-01T00:00:00+00:00,2024-01-02T00:00:00+00:00,input_missing,relative_humidity_pct,24
stanley_bridge,ffmc,2025-04-29T15:00:00+00:00,2025-05-01T03:00:00+00:00,input_missing,relative_humidity_pct,36
stanley_bridge,ffmc,2025-05-08T19:00:00+00:00,2025-05-09T19:00:00+00:00,input_missing,relative_humidity_pct,24
stanley_bridge,ffmc,2026-01-12T14:00:00+00:00,,input_missing,relative_humidity_pct,1670
stanley_bridge,dmc,2023-04-01T00:00:00+00:00,2023-07-25T15:00:00+00:00,input_missing,relative_humidity_pct,2775
stanley_bridge,dmc,2024-01-01T00:00:00+00:00,2024-01-02T00:00:00+00:00,input_missing,relative_humidity_pct,24
stanley_bridge,dmc,2025-04-29T15:00:00+00:00,2025-05-01T03:00:00+00:00,input_missing,relative_humidity_pct,36
stanley_bridge,dmc,2025-05-08T19:00:00+00:00,2025-05-09T19:00:00+00:00,input_missing,relative_humidity_pct,24
stanley_bridge,dmc,2026-01-12T14:00:00+00:00,,input_missing,relative_humidity_pct,1670
stanley_bridge,dc,2023-05-28T21:00:00+00:00,2023-05-29T21:00:00+00:00,input_missing,air_temperature_c,24
tracadie,ffmc,2023-07-12T19:00:00+00:00,2023-07-13T19:00:00+00:00,input_missing,relative_humidity_pct,24
tracadie,ffmc,2023-07-13T20:00:00+00:00,2023-07-14T20:00:00+00:00,input_missing,relative_humidity_pct,24
tracadie,ffmc,2024-01-01T00:00:00+00:00,2024-01-02T00:00:00+00:00,input_missing,relative_humidity_pct,24
tracadie,ffmc,2024-05-23T18:00:00+00:00,2024-05-24T18:00:00+00:00,input_missing,relative_humidity_pct,24
tracadie,ffmc,2024-09-01T03:00:00+00:00,2024-10-29T02:00:00+00:00,input_missing,relative_humidity_pct,1391
tracadie,ffmc,2025-06-04T13:00:00+00:00,2025-06-05T13:00:00+00:00,input_missing,relative_humidity_pct,24
tracadie,ffmc,2026-01-12T14:00:00+00:00,,input_missing,relative_humidity_pct,1670
tracadie,dmc,2023-07-12T19:00:00+00:00,2023-07-13T19:00:00+00:00,input_missing,relative_humidity_pct,24
tracadie,dmc,2023-07-13T20:00:00+00:00,2023-07-14T20:00:00+00:00,input_missing,relative_humidity_pct,24
tracadie,dmc,2024-01-01T00:00:00+00:00,2024-01-02T00:00:00+00:00,input_missing,relative_humidity_pct,24
tracadie,dmc,2024-05-23T18:00:00+00:00,2024-05-24T18:00:00+00:00,input_missing,relative_humidity_pct,24
tracadie,dmc,2024-09-01T03:00:00+00:00,2024-10-29T02:00:00+00:00,input_missing,relative_humidity_pct,1391
tracadie,dmc,2025-06-04T13:00:00+00:00,2025-06-05T13:00:00+00:00,input_missing,relative_humidity_pct,24
tracadie,dmc,2026-01-12T14:00:00+00:00,,input_missing,relative_humidity_pct,1670
